time_us,output_co_abs2,output_counter_abs2
3.7343358395989976,4.424065936486743e+17,4.424065936486743e+17
3.7468671679198,1.3770307807781778e+18,1.3770307807781778e+18
3.759398496240602,110744605436147.31,110744605436147.31
3.7719298245614037,2.3060885698158e+18,2.3060885698158e+18
3.784461152882206,2.322402055544296e+18,2.322402055544296e+18
3.796992481203008,2.8415484207697434e+18,2.8415484207697434e+18
3.8095238095238098,4.2631582417067894e+18,4.2631582417067894e+18
3.822055137844612,7.626439581424e+17,7.626439581424e+17
3.834586466165414,7.63930022736218e+17,7.63930022736218e+17
3.8471177944862154,9.648187631496613e+16,9.648187631496613e+16
3.859649122807018,5.5062595025637965e+17,5.5062595025637965e+17
3.87218045112782,6.25426431685278e+18,6.25426431685278e+18
3.8847117794486214,4561336522038537.0,4561336522038537.0
3.897243107769424,1.360645135043206e+18,1.360645135043206e+18
3.9097744360902262,5.750760411446182e+17,5.750760411446182e+17
3.9223057644110275,59062869346722.58,59062869346722.58
3.93483709273183,9.651716776035918e+18,9.651716776035918e+18
3.9473684210526323,1.0829742294079909e+17,1.0829742294079909e+17
3.9598997493734336,1.152444521117259e+19,1.152444521117259e+19
3.972431077694236,1.0803917401193046e+19,1.0803917401193046e+19
3.9849624060150375,7.694638177695049e+17,7.694638177695049e+17
3.9974937343358397,2.322253672125492e+18,2.322253672125492e+18
4.010025062656642,2.34716623435775e+18,2.34716623435775e+18
4.022556390977444,4570887063071508.0,4570887063071508.0
4.035087719298246,8.583984530737818e+17,8.583984530737818e+17
4.047619047619048,1.38767760700019e+16,1.38767760700019e+16
4.06015037593985,1.6511982568355901e+18,1.6511982568355901e+18
4.072681704260652,1.985254890317835e+18,1.985254890317835e+18
4.085213032581454,1.4689994572164766e+19,1.4689994572164766e+19
4.097744360902256,2.34683980467521e+18,2.34683980467521e+18
4.110275689223058,1.3567542627679062e+17,1.3567542627679062e+17
4.12280701754386,2.0669931176659433e+18,2.0669931176659433e+18
4.135338345864662,8.831475315097245e+17,8.831475315097245e+17
4.147869674185464,1.4489356104653374e+16,1.4489356104653374e+16
4.160401002506266,1.4207321223925629e+17,1.4207321223925629e+17
4.172932330827068,3.176873659569878e+18,3.176873659569878e+18
4.18546365914787,2.6561965897536553e+18,2.6561965897536553e+18
4.197994987468672,282048136635090.75,282048136635090.75
4.210526315789474,6.340940474710591e+18,6.340940474710591e+18
4.223057644110276,6.462282570863853e+18,6.462282570863853e+18
4.235588972431078,2.4627658972431146e+17,2.4627658972431146e+17
4.24812030075188,9.047218027645253e+17,9.047218027645253e+17
4.260651629072681,1.2641161268001116e+18,1.2641161268001116e+18
4.273182957393484,1.7183434974121315e+17,1.7183434974121315e+17
4.2857142857142865,5.387161515739068e+18,5.387161515739068e+18
4.298245614035088,2.5703861487582188e+16,2.5703861487582188e+16
4.31077694235589,8.123604289525522e+17,8.123604289525522e+17
4.3233082706766925,7.433197207737235e+16,7.433197207737235e+16
4.335839598997494,9.965019206812035e+17,9.965019206812035e+17
4.348370927318296,4.328329828371093e+18,4.328329828371093e+18
4.360902255639099,3.595497877187657e+18,3.595497877187657e+18
4.3734335839599,1.0118755962481093e+18,1.0118755962481093e+18
4.385964912280702,3.42198246456488e+17,3.42198246456488e+17
